#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S00081	81	1961 DEL 1	P           	Explorer 9	NASA S-56A	1961 Feb 16	A00080	1961 Feb 16 1320	Earth	1964 Apr  9	R	-	LARCN	US	SCHJ	12' Sphere	-	6	 	6	 	6	 	3.6	 	3.6	 	3.6	 	Sphere	1961 Mar 19	635	 	2581	 	38.86	 	LEO/I	-	-
S00082	82	1961 DEL 2	R4          	Altair X-248-A5S SV-118	X-248	1961 Feb 16	R04521	1961 Feb 16 1316	Earth	-	O	-	LARCN	US	ABL	Altair	-	24	 	24	 	53	 	1.5	 	0.5	 	1.5	 	Cyl	1989 Mar 31	633	 	2544	 	38.9	 	LEO/I	-	-
S00083	83	1961 EPS 1	P A         	Discoverer 20	ARGON 1	1961 Feb 17	A00081	1961 Feb 17 2032	Earth	1962 Jul 28	AR	-	AFBMD/ACE	US	LMSD	CORONA ARGON	-	108	 	108	 	848	 	1.3	 	1.5	 	1.5	 	Frust	1961 Mar 20	283	 	770	 	80.91	 	LLEO/I	-	":C,:CC,NRO Mission 9014A:CM,CORONA 20:CA"
S00084	84	1961 ZET	P A         	Discoverer 21	CORONA RM-2	1961 Feb 18	A00083	1961 Feb 18 2306	Earth	1962 Apr 20	AR	-	AFBMD/ARPA	US	LMSD	CORONA	-	146	 	146	 	936	 	2	 	1.5	 	2	 	Cone	1961 Mar 20	243	 	1026	 	80.74	 	LEO/I	-	":C,:CC,DRM-2,RM-2 (Midas),CORONA 21:CA"
S00085	85	1961 DEL 3	C  V        	S-56A Canister part?	-	1961 Feb 16	S00082	1961 Feb 16 1316	Earth	-	O	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1969 Jul 21	639	 	2458	 	38.87	 	LEO/I	-	-
S00086	86	1961 DEL 4	C  V        	S-56A Canister part?	-	1961 Feb 16	S00082	1961 Feb 16 1316	Earth	1962?	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Mar  1	630	?	2580	?	38.86	 	LEO/I	-	-
S00087	87	1961 ETA	P A         	Transit III-B	Transit 3B	1961 Feb 22	A00084	1961 Feb 22 0352?	Earth	1961 Mar 30 1300?	AR	-	BUWEPS	US	APL	Transit 1	-	170	 	170	 	796	 	0.9	 	0.9	 	0.9	 	Sphere	1961 Feb 22	167	 	1002	 	28.38	 	LLEO/I	-	-
S00088	88	1961 EPS 2	C  M        	Star 12	Star 12	1961 Feb 17	S00090	1961 Feb 21 2030?	Earth	1961 Mar 30	R	-	AFBMD/CIA	US	THKE	Star 12	-	33	 	10	 	33	 	0.3	 	0.3	 	0.3	 	Cyl + Cone	1961 Feb 25	283	 	734	 	80.91	 	LLEO/I	-	-
S00089	89	1961 EPS 3	C  F        	SRV heat shield	SRV heat shield	1961 Feb 17	S00090	1961 Feb 21 2030?	Earth	1961 Apr 20	R	-	AFBMD/CIA	US	GERSD	SRV part	-	30	?	30	?	30	?	0.8	 	0.7	 	0.8	 	Dome	1961 Mar 26	289	 	517	 	80.91	 	LLEO/I	-	-
S00090	90	1961 EPS 4	PX-R---     	SRV 520	SRV	1961 Feb 17	S00083	1961 Feb 21 2030?	Earth	1961 Oct 31	R	-	AFBMD/CIA	US	GERSD	SRV Mk V	Star 12	127	?	127	?	127	?	0.8	 	0.7	 	0.8	 	Dome	1961 Mar 23	395	 	764	 	80.91	 	LLEO/I	-	-
S00091	91	1961 THE 1	PP-H        	Korabl'-Sputnik-4	Vostok-3 No. 1	1961 Mar  9	S00092	1961 Mar  9 0640	Earth	1961 Mar  9 0809:54	L	KRZ?	OKB1	SU	OKB1	Vostok	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1961 Mar  9	173	 	239	 	64.93	 	LLEO/I	-	3K No. 1:RA2
S00092	92	1961 THE 2	R3          	8K72KE	8K72KE	1961 Mar  9	R04607	1961 Mar  9 0640	Earth	1961 Mar 10	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1961 Mar  9	185	 	185	 	64.93	 	LLEO/I	-	-
S00093	93	1961 THE 3	C  X        	deb Korabl'-Sputnik-4	-	1961 Mar  9	S00091	1961 Mar  9 0746?	Earth	1961 Mar 10	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Mar  9	172	 	172	 	64.93	 	LLEO/I	-	-
S00094	94	1961 THE 4	C  X        	deb Korabl'-Sputnik-4	-	1961 Mar  9	S00091	1961 Mar  9 0746?	Earth	1961 Mar 10	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Mar  9	172	?	200	?	64.93	 	LLEO/I	-	-
S00095	95	1961 IOT 1	PP          	Korabl'-Sputnik-5	Vostok-3 No. 2	1961 Mar 25	S00096	1961 Mar 25 0605:31	Earth	1961 Mar 25 0740:48	L	KRZ?	OKB1	SU	OKB1	Vostok	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1961 Mar 25	163	 	229	 	64.9	 	LLEO/I	-	3K No. 2:RA2
S00096	96	1961 IOT 2	R3          	8K72KE	8K72KE	1961 Mar 25	R04632	1961 Mar 25 0605:31	Earth	1961 Mar 26	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1961 Mar 25	167	 	204	 	65	 	LLEO/I	-	-
S00097	97	1961 IOT 3	C  X        	deb Korabl'-Sputnik-5	-	1961 Mar 25	S00095	1961 Mar 25 0711?	Earth	1961 Mar 26	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Mar 25	167	 	236	 	65	 	LLEO/I	-	-
S00098	98	1961 KAP	P   D       	Explorer 10	NASA P-14	1961 Mar 25	A00090	1961 Mar 25 1525	Earth	1961 Mar 26 0724	DSO	D00017	GSFC	US	GSFC	P-14	-	35	 	35	 	35	 	1.3	 	0.5	 	2.2	 	Cyl + Ant + 2 Ant	1961 Mar 25	221	 	181000	 	33	 	DSO	-	-
S00099	99	1960 GAM 4	C  Y        	Transit 1B despin weight	Despin weight	1960 Apr 13	S00031	1960 Apr 13 1240?	Earth	1979 Jul 17	R	-	BUWEPS	US	APL	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Mar 13	467	 	756	 	51.22	 	LEO/I	-	-
S00100	100	1961 LAM 1	P A         	Discoverer 23	ARGON 2	1961 Apr  8	A00091	1961 Apr  8 1928	Earth	1962 Apr 16	AR	-	AFSSD/ACE	US	LMSD	CORONA ARGON	-	121	 	121	 	861	 	1.3	 	1.5	 	1.5	 	Frust	1961 May 10	294	 	624	 	82.31	 	LLEO/I	-	":C,:CC,NRO Mission 9016A:CM,CORONA 23:CA"
S00101	101	1960 BET 3	C  Y        	Tiros 1 despin weight	Despin weight	1960 Apr  1	S00029	1960 Apr  1 1218	Earth	1983 Apr 17	R	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1961 Mar 27	602	 	717	 	48.46	 	LEO/I	-	-
S00102	102	1961 LAM 2	PX-R---     	SRV 521	SRV	1961 Apr  8	S00100	1961 Apr 10 1956?	Earth	1962 May 23	R	-	AFSSD/CIA	US	GERSD	SRV Mk V	Star 12	157	 	157	 	190	 	0.8	 	0.7	 	0.8	 	Cone	1961 May 11	202	 	1416	 	81.94	 	LEO/I	-	-
S00103	103	1961 MU 1	PH H        	Vostok	Vostok-3A No. 3	1961 Apr 12	S00104	1961 Apr 12 0618	Earth	1961 Apr 12 0747	L	51.0N 44.75E	OKB1	SU	OKB1	Vostok	-	2125	 	2125	 	4725	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1961 Apr 12	168	 	314	 	64.95	 	LLEO/I	-	3KA No. 3:RA2
S00104	104	1961 MU 2	R3          	8K72KE	8K72KE	1961 Apr 12	R04680	1961 Apr 12 0618	Earth	1961 Apr 16	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1961 Apr 14	154	 	267	 	65.07	 	LLEO/I	-	-
S00105	105	1960 XI 4	C  Y        	Explorer VIII despin weight	-	1960 Nov  3	S00060	1960 Nov  3 0533?	Earth	1972 Mar  3	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	5.2	 	Cable + Mass	1961 Apr 20	422	 	2246	 	50.52	 	LEO/I	-	-
S00106	106	1961 LAM 3	C  M        	Star 12	Star 12	1961 Apr  8	S00102	1961 Apr 10 1956?	Earth	1961 Sep 10	R	-	AFSSD/CIA	US	THKE	Star 12	-	33	 	10	 	0	 	0.3	 	0.3	 	0.3	 	Cyl + Cone	1961 May  9	197	 	1356	 	81.94	 	LEO/I	-	-
S00107	107	1961 NU 1	P A         	Explorer 11	NASA S-15	1961 Apr 27	A00095	1961 Apr 27 1425	Earth	-	AO	-	GSFC	US	MSFC	S-15	-	40	 	40	 	45	 	1.1	 	0.3	 	1.1	 	Step Cyl	1961 May 29	497	 	1777	 	28.76	 	LEO/I	-	-
S00108	108	1961 XI 1	P A         	Discoverer 25	CORONA C'-5	1961 Jun 16	A00096	1961 Jun 16 2309	Earth	1961 Jul 12	AR	-	AFSSD/CIA	US	LMSC	CORONA	-	134	 	134	 	1114	 	1.3	 	1.5	 	1.3	 	Frust	1961 Jun 24	223	 	362	 	82.11	 	LLEO/I	-	":C,:CC,NRO Mission 9017:CM,CORONA 25:CA"
S00109	109	1961 XI 2	C  X        	deb Discoverer XXV	-	1961 Jun 16	S00108	1961 Jun 16 2310?	Earth	1961 Jun 19	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Jun 18	223	 	262	 	82.11	 	LLEO/I	-	-
S00110	110	1958 ETA	P           	Pioneer I	Able II	1958 Oct 11	A00010	1958 Oct 11 0848?	Earth	1958 Oct 13 0446	R	-	NASAHQ/TRW	US	TRW	Able I Pioneer	TX-8 Falcon	22	 	22	 	38	 	0.7	 	0.7	 	1	 	DCone	1958 Oct 11	-870	 	113860	 	35.89	 	SO	-	-
S00111	111	1958 THE	P           	Pioneer III	Pioneer 3	1958 Dec  6	A00012	1958 Dec  6 0549	Earth	1958 Dec  7 1952	R	Africa	ABMA	US	JPL	Juno II Probe	-	6	 	6	 	6	 	0.6	 	0.2	 	0.6	 	Cone	1958 Dec  6	-70	?	102200	 	28.5	?	SO	-	-
S00112	112	1959 MU 1	P   D       	AMS Luna-1	E-1 No. 4	1959 Jan  2	A00016	1959 Jan  2 1653	Earth	1959 Jan  3 0349?	DSO	D00002	OKB1	SU	OKB1	E-1	-	205	 	205	 	205	 	0.8	 	0.8	 	2	 	Sphere + Ant	1959 Jan  4	-370	?	-242160	?	65	 	EEO	-	-
S00113	113	1959 NU 1	P   D       	Pioneer IV	Pioneer 4	1959 Mar  3	A00018	1959 Mar  3 0515	Earth	1959 Mar  3 1654	DSO	D00003	ABMA	US	JPL	Juno II Probe	-	7	 	7	 	7	 	0.6	 	0.2	 	0.6	 	Cone	1959 Mar  3	-45	 	-393400	 	29	 	EEO	-	-
S00114	114	1959 XI 1	P   D       	AMS Luna-2	E-1 No. 7	1959 Sep 12	A00033	1959 Sep 12 0651?	Earth	1959 Sep 12 1815	DSO	D00007	OKB1	SU	OKB1	E-1	-	205	 	205	 	205	 	0.8	 	0.8	 	2	 	Sphere + Ant	1959 Sep 12	-371	 	-354774	 	65.3	 	EEO	-	-
S00115	115	1960 BET 4	C  Y        	Tiros 1 despin weight	Despin weight	1960 Apr  1	S00029	1960 Apr  1 1218	Earth	-	O	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1961 Jun 15	699	 	809	 	48.15	 	LEO/I	-	-
S00116	116	1961 OMI 1	P           	Transit IV-A	Transit 4A	1961 Jun 29	S00118	1961 Jun 29 0452?	Earth	-	O	-	BUWEPS	US	APL	Transit 4	-	78	 	78	 	78	 	0.8	 	1.1	 	1.1	 	Cyl	1961 Aug  2	880	 	997	 	66.81	 	LEO/I	-	-
S00117	117	1961 OMI 2	P           	Injun I	Injun 1	1961 Jun 29	S00116	1961 Jun 29 0452?	Earth	-	O	-	ONR/SUI	US	SUI/APL	Injun	-	18	 	18	 	43	 	0.4	?	0.4	?	0.4	?	Box	1961 Jul 31	882	 	996	 	66.82	 	LEO/I	-	-
S00118	118	1961 OMI 3	R2          	Ablestar 008	AJ10-104S S/N 008	1961 Jun 29	R04877	1961 Jun 29 0430?	Earth	-	O	-	AFBMD	US	AJ	Ablestar	-	670	?	600	 	600	?	4.8	 	1.4	 	4.8	 	Cyl	1961 Sep 11	851	 	984	 	66.82	 	LEO/I	-	-
S00119	119	1961 OMI 4	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 11	785	 	1008	 	66.82	 	LEO/I	-	-
S00120	120	1961 OMI 5	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 11	796	 	1025	 	66.82	 	LEO/I	-	-
S00121	121	1961 OMI 6	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  8	839	 	982	 	66.74	 	LEO/I	-	-
S00122	122	1961 OMI 7	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Aug 10	732	 	990	 	66.77	 	LEO/I	-	-
S00123	123	1961 OMI 8	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 13	739	 	990	 	66.82	 	LEO/I	-	-
S00124	124	1961 OMI 9	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Oct 28	818	 	979	 	66.65	 	LEO/I	-	-
S00125	125	1961 OMI 10	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 14	865	 	995	 	66.93	 	LEO/I	-	-
S00126	126	1961 OMI 11	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 12	820	 	980	 	66.82	 	LEO/I	-	-
S00127	127	1961 OMI 12	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 11	810	 	1000	 	66.82	 	LEO/I	-	-
S00128	128	1961 OMI 13	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 11	840	 	986	 	66.82	 	LEO/I	-	-
S00129	129	1961 OMI 14	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Aug 31	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  4	620	 	980	 	66.75	 	LEO/I	-	-
S00130	130	1961 OMI 15	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Dec 19	850	 	988	 	66.82	 	LEO/I	-	-
S00131	131	1961 OMI 16	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 11	856	 	989	 	66.82	 	LEO/I	-	-
S00132	132	1961 OMI 17	C  Y        	Transit 4A despin weight?	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	BUWEPS	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Aug 11	870	 	983	 	66.66	 	LEO/I	-	-
S00133	133	1961 OMI 18	C  Y        	Transit 4A despin weight?	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	BUWEPS	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Aug 27	876	 	983	 	67.06	 	LEO/I	-	-
S00134	134	1961 OMI 19	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Apr 14	861	 	1001	 	66.9	 	LEO/I	-	-
S00135	135	1961 OMI 20	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2002 Apr 17	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 16	868	 	992	 	66.77	 	LEO/I	-	-
S00136	136	1961 OMI 21	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	858	 	973	 	67.56	 	LEO/I	-	-
S00137	137	1961 OMI 22	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1980 Dec 15	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	858	 	988	 	66.57	 	LEO/I	-	-
S00138	138	1961 OMI 23	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Oct  1	902	 	1020	 	66.82	 	LEO/I	-	-
S00139	139	1961 OMI 24	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1978 Jul  8	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	548	 	986	 	67.14	 	LEO/I	-	-
S00140	140	1961 OMI 25	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1962 Sep 30	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 18	315	 	947	 	66.6	 	LEO/I	-	-
S00141	141	1961 OMI 26	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	950	 	1056	 	66.59	 	LEO/I	-	-
S00142	142	1961 OMI 27	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1967 Dec 25	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	456	 	979	 	67.16	 	LEO/I	-	-
S00143	143	1961 OMI 28	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1962 Jun 16	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Aug  8	280	 	1012	 	66.44	 	LEO/I	-	-
S00144	144	1961 OMI 29	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	936	 	1007	 	66.48	 	LEO/I	-	-
S00145	145	1961 OMI 30	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 16	882	 	997	 	66.92	 	LEO/I	-	-
S00146	146	1961 OMI 31	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1969 Jul  7	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Aug  9	527	 	977	 	66.84	 	LEO/I	-	-
S00147	147	1961 OMI 32	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  4	867	 	991	 	66.59	 	LEO/I	-	-
S00148	148	1961 OMI 33	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep  6	824	 	1137	 	65.75	 	LEO/I	-	-
S00149	149	1961 OMI 34	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1979 Mar  3	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Oct 28	769	 	985	 	67.12	 	LEO/I	-	-
S00150	150	1961 OMI 35	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 17	970	 	1090	 	66.23	 	LEO/I	-	-
S00151	151	1961 OMI 36	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1967 Dec  2	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Jul 31	476	 	975	 	66.99	 	LEO/I	-	-
S00152	152	1961 OMI 37	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 16	785	 	1054	 	66.58	 	LEO/I	-	-
S00153	153	1961 OMI 38	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Apr 22	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 25	847	 	978	 	67.05	 	LEO/I	-	-
S00154	154	1961 OMI 39	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 16	854	 	1005	 	66.64	 	LEO/I	-	-
S00155	155	1961 OMI 40	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar 26	858	 	974	 	66.88	 	LEO/I	-	-
S00156	156	1961 OMI 41	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1998 Sep 25	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 18	967	 	1102	 	67.02	 	LEO/I	-	-
S00157	157	1961 OMI 42	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Jan  8	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 13	555	 	996	 	66.83	 	LEO/I	-	-
S00158	158	1961 OMI 43	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Oct  2	947	 	1930	 	67.07	 	LEO/I	-	-
S00159	159	1961 OMI 44	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 30	983	 	1587	 	65.48	 	LEO/I	-	-
S00160	160	1961 PI	P A         	Discoverer 26	CORONA C'-6	1961 Jul  7	A00103	1961 Jul  7 2336	Earth	1961 Dec  5	AR	-	AFSSD/CIA	US	LMSC	CORONA	-	135	 	135	 	1115	 	1.3	 	1.5	 	1.3	 	Frust	1961 Aug 10	229	 	713	 	82.94	 	LLEO/I	-	":C,:CC,NRO Mission 9019:CM,CORONA 26:CA"
S00161	161	1961 OMI 45	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Aug 29	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1961 Sep 21	663	 	982	 	66.85	 	LEO/I	-	-
S00162	162	1961 RHO 1	P           	Tiros 3	NASA A-3	1961 Jul 12	S00165	1961 Jul 12 1048	Earth	-	O	-	GSFC	US	RCA	Tiros	-	129	 	129	 	129	 	0.5	 	1.1	 	1.1	 	Cyl	1961 Aug 16	734	 	821	 	47.9	 	LEO/I	-	":N,:NA,Tiros C:NB"
S00163	163	1961 SIG 1	P A         	Midas 3	Midas ETS-II F1	1961 Jul 12	A00107	1961 Jul 12 1520	Earth	-	AO	-	AFSSD	US	LMSC	Midas	-	840	 	840	 	1540	?	2	 	1.5	 	2	 	Cone	1961 Aug 15	3354	 	3535	 	91.13	 	MEO	-	FTV 1201
S00164	164	1961 SIG 2	C  F        	Midas  Fairing	Agena Fairing	1961 Jul 12	A00107	1961 Jul 12 1520?	Earth	1961 Jul 25 2100?	R	-	AFSSD	US	LMSC	Agena Fairing	-	50	?	50	?	50	?	2.5	 	1.5	 	2.5	 	Cone	1961 Jul 15	129	 	2984	 	90.8	 	LEO/P	-	-
S00165	165	1961 RHO 2	R3          	Altair	Altair X-248-A5 S/N 3014	1961 Jul 12	R04921	1961 Jul 12 1038	Earth	2014 Feb 18 2200?	R	-	GSFC	US	ABL	Altair	-	24	 	24	 	24	 	1.5	 	0.5	 	1.5	 	Cyl	1961 Aug 14	734	 	817	 	47.9	 	LEO/I	-	-
S00166	166	1961 RHO 3	C  Y        	Tiros 3 despin weight	Despin weight	1961 Jul 12	S00162	1961 Jul 12 1052	Earth	1992 Jan 19	R	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1961 Aug 19	605	 	805	 	47.93	 	LEO/I	-	-
S00167	167	1961 RHO 4	C  Y        	Tiros 3 despin weight	Despin weight	1961 Jul 12	S00162	1961 Jul 12 1052	Earth	-	O	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1961 Aug 13	802	 	905	 	47.89	 	LEO/I	-	-
